,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,WORLD SALES,,,,,,,,,,,,,,,,,,,,,,"2020, December Results "
,,Including Jinbei & Huasong ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PROPRIETE RENAULT
,,MONTH,,,,,,,,,,,,YTD,,,,,,,,,,
,,TIV,,,,Volumes,,,,Market Share,,,,TIV,,,,Volumes,,,,Market Share,,
PC+LCV - Group,,Volumes Ku,Vol Y-1,∆ (U),∆ %,Volumes  u,Vol Y-1,∆ (U),∆ %,MS,Pdm Y-1,∆ pt,,Volumes Ku,Vol y-1,∆ Vol.,∆ %,Volumes  u,Vol y-1,∆ (U),∆ %,MS,MS y-1,∆ pt
,,,,Y-1,vs Y-1,,,vs Y-1,vs Y-1,%,,vs Y-1,,,,Y-1,vs Y-1,,,Y-1,vs Y-1,%,,vs Y-1
KSA Export,,,,,,364,0,364,0%,,,,,,,,,1495,0,1495,0%,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Others GCC,,45.811,50.915,-5.10399999999999,-10.0245507217912%,859,630,229,36.3492063492064%,1.87509550108053,1.23735637827752,0.637739122803005,,490.35,537.845,-47.495,-8.83061104965184%,5908,5186,722,13.9220979560355%,1.20485367594575,0.964218315685746,0.240635360260007
Abu Dhabi (UAE),,7.712,9.662,-1.95,-20.1821569033326%,124,87,37,42.5287356321839%,1.60788381742739,0.900434692610226,0.70744912481716,,79.2,90.179,-10.979,-12.1746748134266%,848,653,195,29.8621745788668%,1.07070707070707,0.724115370540813,0.346591700166257
Dubai (UAE),,15.66,19.325,-3.665,-18.9650711513583%,390,366,24,6.55737704918034%,2.4904214559387,1.89391979301423,0.596501662924467,,160.8,180.35,-19.55,-10.8400332686443%,2497,3122,-625,-20.0192184497117%,1.55286069651741,1.73107845855281,-0.178217762035401
Kuwait,,9.954,9.875,0.0790000000000006,0.800000000000001%,190,120,70,58.3333333333333%,1.90878038979305,1.21518987341772,0.693590516375326,,102.5,101.523,0.977000000000004,0.962343508367569%,1112,674,438,64.9851632047478%,1.08487804878049,0.663888970972095,0.420989077808393
Bahrain,,3.727,3.739,-0.012,-0.320941428189359%,29,19,10,52.6315789473684%,0.778105715052321,0.508157261299813,0.269948453752508,,35.8,36.037,-0.237000000000002,-0.657657407664347%,286,247,39,15.7894736842105%,0.798882681564246,0.685406665371701,0.113476016192544
Oman,,4.35,4.361,-0.0110000000000001,-0.252235725750982%,57,23,34,147.826086956522%,1.31034482758621,0.527401972024765,0.782942855561442,,63.15,77.27,-14.12,-18.2735861265692%,632,224,408,182.142857142857%,1.00079176563737,0.289892584444157,0.710899181193215
Qatar,,4.308,3.803,0.505,13.2789902708388%,69,15,54,360%,1.6016713091922,0.394425453589272,1.20724585560293,,47.7,50.686,-2.986,-5.8911731049994%,533,266,267,100.375939849624%,1.11740041928721,0.524799747464783,0.592600671822429
Yemen,,0.1,0.15,-0.05,-33.3333333333333%,0,0,0,0%,0,0,0,,1.2,1.8,-0.6,-33.3333333333333%,0,0,0,0%,0,0,0
Levant Countries,,5.083,5.609,-0.526000000000001,-9.37778570155109%,382,273,109,39.9267399267399%,7.51524690143616,4.86717775004457,2.64806915139159,,64.586,65.495,-0.909000000000006,-1.38789220551188%,2980,3170,-190,-5.99369085173501%,4.61400303471341,4.8400641270326,-0.226061092319191
Jordan,,1.79,1.749,0.0409999999999999,2.34419668381931%,17,51,-34,-66.6666666666667%,0.949720670391062,2.91595197255575,-1.96623130216469,,21.236,20.614,0.622,3.01736683807121%,352,189,163,86.2433862433862%,1.65756262949708,0.916852624429999,0.740710005067082
Lebanon,,2.643,3.41,-0.767,-22.4926686217009%,365,222,143,64.4144144144144%,13.8100643208475,6.51026392961877,7.29980039122875,,35.55,39.881,-4.331,-10.8598079285876%,2628,2981,-353,-11.8416638711842%,7.39240506329114,7.4747373435972,-0.082332280306062
Syria,,0.65,0.45,0.2,44.4444444444444%,0,0,0,0%,0,0,0,,7.8,5,2.8,56%,0,0,0,0%,0,0,0
DT DAI,,59.867,61.83,-1.96299999999999,-3.17483422286915%,7085,6165,920,14.9229521492295%,11.8345666226803,9.97088791848617,1.8636787041941,,759.892,766.737,-6.84500000000037,-0.892744187381123%,61422,56723,4699,8.284117553726%,8.08299074078948,7.39797349025807,0.685017250531418
South Africa+Namibia,,37.765,38.818,-1.053,-2.71265907568653%,2934,2184,750,34.3406593406593%,7.76909837150801,5.62625586068319,2.14284251082482,,525.358,533.828,-8.47000000000003,-1.58665337899099%,26004,22632,3372,14.8992576882291%,4.94976758705492,4.2395678008647,0.710199786190224
Tunisia,,4.371,5.688,-1.317,-23.1540084388186%,393,703,-310,-44.0967283072546%,8.9910775566232,12.35935302391,-3.36827546728679,,51.679,63.653,-11.974,-18.8113678852529%,5758,6287,-529,-8.41418800699857%,11.1418564600708,9.87698930136836,1.26486715870247
Nigeria,,1.55,0.5,1.05,210%,0,0,0,0%,0,0,0,,17,8.2,8.8,107.317073170732%,0,0,0,0%,0,0,0
Cuba,,0.766,0.754,0.012,1.59151193633953%,0,1,-1,-100%,0,0.13262599469496,-0.13262599469496,,6.098,5.892,0.206,3.49626612355736%,1181,313,868,277.316293929712%,19.3670055755986,5.3122878479294,14.0547177276692
DOM,,9.692,9.668,0.0239999999999991,0.248241621845247%,2202,2481,-279,-11.2454655380895%,22.7197688815518,25.661977658254,-2.94220877670224,,77.29,72.912,4.378,6.004498573623%,19805,18595,1210,6.50712557139015%,25.6242722215034,25.5033464998903,0.120925721613155
Reunion,,3.137,2.789,0.348,12.4775905342417%,766,664,102,15.3614457831325%,24.418233981511,23.8078164216565,0.61041755985449,,32.349,31.035,1.314,4.23392943450942%,8532,8209,323,3.93470581069557%,26.3748492998238,26.450781375866,-0.0759320760421538
Martinique,,2.78,2.944,-0.164,-5.57065217391305%,544,714,-170,-23.8095238095238%,19.568345323741,24.2527173913043,-4.68437206756334,,17.72,16.792,0.927999999999997,5.52644116245831%,4312,3980,332,8.34170854271357%,24.334085778781,23.7017627441639,0.632323034617151
Guadeloupe,,3.061,3.131,-0.0699999999999998,-2.23570744171191%,681,822,-141,-17.1532846715328%,22.2476314929762,26.2535931012456,-4.00596160826946,,20.029,18.601,1.428,7.67700661254771%,4842,4586,256,5.58220671609246%,24.1749463278247,24.6545884629859,-0.479642135161207
French Guiana,,0.686,0.779,-0.093,-11.9383825417201%,202,273,-71,-26.007326007326%,29.4460641399417,35.0449293966624,-5.5988652567207,,6.89,6.191,0.699,11.2905831045065%,2030,1715,315,18.3673469387755%,29.4629898403483,27.7015021805847,1.76148765976361
St Pierre and Miquelon & divers DOM,,0.028,0.025,0.003,12%,9,8,1,12.5%,32.1428571428571,32,0.142857142857146,,0.302,0.293,0.00900000000000001,3.07167235494881%,89,105,-16,-15.2380952380952%,29.4701986754967,35.8361774744027,-6.36597879890604
French Speaking Africa,,2.461,2.54,-0.0790000000000002,-3.11023622047245%,274,329,-55,-16.7173252279635%,11.1336854937017,12.9527559055118,-1.81907041181006,,31.309,32.184,-0.874999999999989,-2.71874223216502%,3115,3262,-147,-4.50643776824035%,9.94921588041777,10.1354710415113,-0.186255161093541
Benin,,0.063,0.067,-0.004,-5.97014925373135%,1,9,-8,-88.8888888888889%,1.58730158730159,13.4328358208955,-11.8455342335939,,0.823,1.091,-0.268,-24.5646196150321%,135,327,-192,-58.7155963302752%,16.4034021871203,29.9725022914757,-13.5691001043554
Burundi,,0.004,0.007,-0.003,-42.8571428571429%,0,0,0,0%,0,0,0,,0.044,0.063,-0.019,-30.1587301587302%,0,0,0,0%,0,0,0
Burkina Faso,,0.09,0.09,0,0%,8,30,-22,-73.3333333333333%,8.88888888888889,33.3333333333333,-24.4444444444444,,1.074,1.064,0.01,0.939849624060152%,169,84,85,101.190476190476%,15.7355679702048,7.89473684210526,7.84083112809958
Cameroon,,0.21,0.21,0,0%,23,15,8,53.3333333333333%,10.952380952381,7.14285714285714,3.80952380952381,,3.079,3.118,-0.0389999999999997,-1.25080179602308%,198,160,38,23.75%,6.43065930496915,5.13149454778704,1.2991647571821
Cape Verde,,0.041,0.057,-0.016,-28.0701754385965%,20,33,-13,-39.3939393939394%,48.7804878048781,57.8947368421053,-9.11424903722722,,0.45,0.637,-0.187,-29.3563579277865%,215,185,30,16.2162162162162%,47.7777777777778,29.0423861852433,18.7353915925344
Democratic Republic of the Congo,,0.084,0.08,0.004,5%,0,0,0,0%,0,0,0,,0.959,0.96,-0.001,-0.104166666666672%,10,2,8,400%,1.04275286757039,0.208333333333333,0.834419534237052
Gabon,,0.185,0.182,0.003,1.64835164835164%,24,9,15,166.666666666667%,12.972972972973,4.94505494505495,8.02791802791803,,2.1,1.927,0.173,8.97768552153606%,176,157,19,12.1019108280255%,8.38095238095238,8.14737934613389,0.233573034818495
Guinea,,0.058,0.09,-0.032,-35.5555555555556%,32,6,26,433.333333333333%,55.1724137931034,6.66666666666667,48.5057471264368,,0.688,0.69,-0.002,-0.289855072463774%,69,52,17,32.6923076923077%,10.0290697674419,7.53623188405797,2.49283788338389
Ivory Coast,,0.68,0.671,0.00900000000000001,1.34128166915053%,68,70,-2,-2.85714285714286%,10,10.4321907600596,-0.432190760059612,,9.422,8.553,0.869,10.1601777154215%,1049,1105,-56,-5.06787330316743%,11.1335172999363,12.9194434701274,-1.78592617019112
Madagascar,,0.05,0.063,-0.013,-20.6349206349206%,25,46,-21,-45.6521739130435%,50,73.015873015873,-23.015873015873,,1.995,2.094,-0.0989999999999998,-4.72779369627506%,419,550,-131,-23.8181818181818%,21.0025062656642,26.2655205348615,-5.26301426919735
Mali,,0.06,0.058,0.002,3.44827586206895%,5,3,2,66.6666666666667%,8.33333333333333,5.17241379310345,3.16091954022988,,0.702,0.702,0,0%,14,21,-7,-33.3333333333333%,1.99430199430199,2.99145299145299,-0.997150997150997
Mauritania,,0.08,0.091,-0.011,-12.0879120879121%,6,2,4,200%,7.5,2.1978021978022,5.3021978021978,,0.932,1.092,-0.16,-14.6520146520147%,14,17,-3,-17.6470588235294%,1.50214592274678,1.55677655677656,-0.0546306340297758
Niger,,0.051,0.051,0,0%,0,0,0,0%,0,0,0,,0.611,0.612,-0.001,-0.163398692810457%,0,0,0,0%,0,0,0
Senegal,,0.576,0.574,0.002,0.348432055749126%,57,84,-27,-32.1428571428571%,9.89583333333333,14.6341463414634,-4.73831300813008,,5.655,6.607,-0.952,-14.4089601937339%,567,538,29,5.3903345724907%,10.026525198939,8.14287876494627,1.88364643399272
Rwanda,,0.066,0.065,0.001,1.53846153846153%,0,0,0,0%,0,0,0,,0.774,0.78,-0.00600000000000001,-0.769230769230767%,0,0,0,0%,0,0,0
Togo,,0.037,0.047,-0.01,-21.2765957446809%,5,22,-17,-77.2727272727273%,13.5135135135135,46.8085106382979,-33.2949971247844,,0.555,0.549,0.00600000000000001,1.09289617486339%,80,64,16,25%,14.4144144144144,11.6575591985428,2.75685521587161
Others French Speaking Africa,,0.126,0.137,-0.011,-8.02919708029197%,0,0,0,0%,0,0,0,,1.446,1.645,-0.199,-12.09726443769%,0,0,0,0%,0,0,0
Chad,,0.013,0.019,-0.006,-31.5789473684211%,0,0,0,0%,0,0,0,,0.144,0.214,-0.07,-32.7102803738318%,0,0,0,0%,0,0,0
Central African Republic,,0.02,0.022,-0.002,-9.09090909090908%,0,0,0,0%,0,0,0,,0.22,0.281,-0.061,-21.7081850533808%,0,0,0,0%,0,0,0
Gambia,,0.01,0.008,0.002,25%,0,0,0,0%,0,0,0,,0.111,0.086,0.025,29.0697674418605%,0,0,0,0%,0,0,0
Guinea Bissau,,0,0.007,-0.007,-100%,0,0,0,0%,0,0,0,,0,0.084,-0.084,-100%,0,0,0,0%,0,0,0
Republic of the Congo,,0.065,0.049,0.016,32.6530612244898%,0,0,0,0%,0,0,0,,0.771,0.574,0.197,34.3205574912892%,0,0,0,0%,0,0,0
Sao Tome & Principe,,0.018,0.032,-0.014,-43.75%,0,0,0,0%,0,0,0,,0.2,0.406,-0.206,-50.7389162561576%,0,0,0,0%,0,0,0
Anglo Luso Africa,,2.121,2.367,-0.246,-10.3929024081115%,161,143,18,12.5874125874126%,7.59075907590759,6.04140261934939,1.5493564565582,,34.402,31.229,3.173,10.1604278074866%,1277,1394,-117,-8.39311334289814%,3.71199348875065,4.46379967338051,-0.751806184629858
Angola,,0.187,0.21,-0.023,-10.9523809523809%,32,17,15,88.2352941176471%,17.1122994652406,8.0952380952381,9.01706137000254,,2.268,3.961,-1.693,-42.7417318858874%,221,379,-158,-41.688654353562%,9.74426807760141,9.56829083564756,0.175977241953847
Ghana,,0.438,0.314,0.124,39.4904458598726%,29,54,-25,-46.2962962962963%,6.62100456621005,17.1974522292994,-10.5764476630893,,7.2,6.669,0.531000000000001,7.96221322537114%,367,365,2,0.54794520547945%,5.09722222222222,5.47308442045284,-0.375862198230619
Kenya,,0.377,0.388,-0.011,-2.83505154639175%,18,8,10,125%,4.77453580901857,2.06185567010309,2.71268013891547,,7.88,5.248,2.632,50.1524390243902%,177,144,33,22.9166666666667%,2.24619289340102,2.74390243902439,-0.497709545623375
Liberia,,0.024,0.024,0,0%,6,5,1,20%,25,20.8333333333333,4.16666666666666,,0.288,0.283,0.005,1.76678445229683%,70,45,25,55.5555555555556%,24.3055555555556,15.9010600706714,8.40449548488418
Malawi,,0.127,0.179,-0.052,-29.0502793296089%,0,0,0,0%,0,0,0,,1.527,1.495,0.0319999999999998,2.14046822742473%,22,21,1,4.76190476190477%,1.4407334643091,1.40468227424749,0.036051190061611
Mozambique,,0.204,0.276,-0.072,-26.0869565217391%,29,22,7,31.8181818181818%,14.2156862745098,7.97101449275362,6.24467178175618,,3.28,2.367,0.913,38.5720321081538%,154,114,40,35.0877192982456%,4.69512195121951,4.81622306717364,-0.121101115954125
Sierra Leone,,0.009,0.009,0,0%,0,0,0,0%,0,0,0,,0.11,0.112,-0.002,-1.78571428571429%,0,0,0,0%,0,0,0
Tanzania,,0.189,0.197,-0.00800000000000001,-4.06091370558376%,0,25,-25,-100%,0,12.6903553299492,-12.6903553299492,,2.359,2.267,0.0920000000000001,4.05822673136305%,39,114,-75,-65.7894736842105%,1.6532428995337,5.02867225408028,-3.37542935454658
Uganda,,0.12,0.141,-0.021,-14.8936170212766%,1,4,-3,-75%,0.833333333333333,2.83687943262411,-2.00354609929078,,1.9,1.807,0.093,5.14665190924184%,38,51,-13,-25.4901960784314%,2,2.82235749861649,-0.822357498616491
Zambia,,0.219,0.279,-0.06,-21.505376344086%,46,8,38,475%,21.0045662100457,2.8673835125448,18.1371826975009,,3.69,3.283,0.407,12.3971976850442%,135,92,43,46.7391304347826%,3.65853658536585,2.80231495583308,0.856221629532774
Zimbabwe,,0.215,0.3,-0.085,-28.3333333333333%,0,0,0,0%,0,0,0,,3.8,3.153,0.647,20.5201395496353%,54,69,-15,-21.7391304347826%,1.42105263157895,2.1883920076118,-0.767339376032851
Others Anglo Luso Africa,,0.012,0.05,-0.038,-76%,0,0,0,0%,0,0,0,,0.1,0.584,-0.484,-82.8767123287671%,0,0,0,0%,0,0,0
Equatorial Guinea,,0.012,0.05,-0.038,-76%,0,0,0,0%,0,0,0,,0.1,0.584,-0.484,-82.8767123287671%,0,0,0,0%,0,0,0
Botswana,,0,0,0,0%,0,0,0,0%,0,0,0,,0,0,0,0%,0,0,0,0%,0,0,0
Lesotho,,0,0,0,0%,0,0,0,0%,0,0,0,,0,0,0,0%,0,0,0,0%,0,0,0
Swaziland,,0,0,0,0%,0,0,0,0%,0,0,0,,0,0,0,0%,0,0,0,0%,0,0,0
Indian Ocean,,0.81,1.118,-0.308,-27.5491949910555%,128,78,50,64.1025641025641%,15.8024691358025,6.97674418604651,8.82572494975596,,12.881,14.365,-1.484,-10.3306648103028%,1224,1113,111,9.97304582210243%,9.50236782858474,7.74799860772712,1.75436922085762
Comoros,,0,0,0,0%,0,0,0,0%,0,0,0,,0,0,0,0%,0,0,0,0%,0,0,0
Mauritius,,0.572,0.764,-0.192,-25.130890052356%,91,34,57,167.647058823529%,15.9090909090909,4.45026178010471,11.4588291289862,,9.75,10.59,-0.84,-7.93201133144476%,594,503,91,18.0914512922465%,6.09230769230769,4.74976392823418,1.34254376407351
Mayotte,,0.121,0.158,-0.037,-23.4177215189873%,35,40,-5,-12.5%,28.9256198347107,25.3164556962025,3.60916413850821,,1.731,1.547,0.184,11.8939883645766%,555,557,-2,-0.359066427289045%,32.0623916811092,36.0051712992889,-3.94277961817976
Maldives,,0,0,0,0%,0,0,0,0%,0,0,0,,0,0,0,0%,0,0,0,0%,0,0,0
Seychelles,,0.117,0.196,-0.079,-40.3061224489796%,2,4,-2,-50%,1.70940170940171,2.04081632653061,-0.331414617128903,,1.4,2.228,-0.828,-37.1633752244165%,75,53,22,41.5094339622641%,5.35714285714286,2.37881508078995,2.97832777635291
North East Africa,,0.331,0.377,-0.046,-12.2015915119363%,10,34,-24,-70.5882352941176%,3.02114803625378,9.01856763925729,-5.99741960300352,,3.875,4.474,-0.599,-13.3884666964685%,80,170,-90,-52.9411764705882%,2.06451612903226,3.7997317836388,-1.73521565460654
Djibouti,,0.037,0.035,0.002,5.71428571428569%,10,16,-6,-37.5%,27.027027027027,45.7142857142857,-18.6872586872587,,0.368,0.321,0.047,14.6417445482866%,67,77,-10,-12.987012987013%,18.2065217391304,23.98753894081,-5.78101720167954
Ethiopia,,0.127,0.127,0,0%,0,0,0,0%,0,0,0,,1.513,1.513,0,0%,7,28,-21,-75%,0.46265697290152,1.85062789160608,-1.38797091870456
North Sudan,,0.164,0.212,-0.048,-22.6415094339623%,0,18,-18,-100%,0,8.49056603773585,-8.49056603773585,,1.968,2.614,-0.646,-24.7130833970926%,6,65,-59,-90.7692307692308%,0.304878048780488,2.48661055853099,-2.1817325097505
Eritrea,,0.003,0.003,0,0%,0,0,0,0%,0,0,0,,0.026,0.026,0,0%,0,0,0,0%,0,0,0
Somalia,,0,0,0,0%,0,0,0,0%,0,0,0,,0,0,0,0%,0,0,0,0%,0,0,0
Brokers,,,,,,983,212,771,363.679245283019%,,,,,,,,,2978,2957,21,0.710179235711861%,,,
Brokers Middle East,,,,,,0,0,0,0%,,,,,,,,,0,0,0,0%,,,
NITCO,,,,,,107,3,104,+++ ,,,,,,,,,575,66,509,771.212121212121%,,,
Brokers French Africa,,,,,,818,115,703,611.304347826087%,,,,,,,,,2050,1899,151,7.95155344918379%,,,
Brokers English Africa,,,,,,58,94,-36,-38.2978723404255%,,,,,,,,,353,992,-639,-64.4153225806452%,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
EURASIA REGION,,300.2,346.766,-46.566,-13.4286521746653%,70169,84786,-14617,-17.2398745075838%,23.3740839440373,24.4504939930674,-1.07641004903006,,2932.751,2992.872,-60.1210000000006,-2.00880625699998%,747602,732795,14807,2.02061968217577%,25.491492458787,24.4846755891999,1.00681686958705
Russia,,175,166.013,8.987,5.41343147825772%,43504,47135,-3631,-7.70340511297337%,24.8594285714286,28.3923548155867,-3.53292624415816,,1800.351,1595.737,204.614,12.822539052488%,497266,448270,48996,10.9300198541058%,27.6205028908252,28.091721881488,-0.471218990662816
Turkey,,77.706,136.24,-58.534,-42.9638872577804%,14766,26503,-11737,-44.2855525789533%,19.0023936375569,19.4531708749266,-0.450777237369657,,620.937,956.194,-335.257,-35.0616088367005%,115842,178646,-62804,-35.1555590385455%,18.6559989177646,18.6830287577625,-0.0270298399979403
Ukraine,,7.304,9.681,-2.377,-24.5532486313397%,1371,1302,69,5.29953917050692%,18.7705366922234,13.4490238611714,5.32151283105207,,86.613,87.634,-1.021,-1.1650729169044%,11600,11661,-61,-0.523111225452366%,13.3929086857631,13.3064792203939,0.0864294653691982
CEIS,,17.771,16.486,1.285,7.79449229649403%,3427,3122,305,9.76937860345932%,19.2842271115863,18.9372801164625,0.346946995123833,,193.433,159.934,33.499,20.9455150249478%,41802,27534,14268,51.8195685334496%,21.6105835095356,17.2158515387597,4.39473197077586
Kazakhstan,,5.5,4.867,0.633,13.0059584959934%,1403,1139,264,23.1782265144864%,25.5090909090909,23.4025066776248,2.10658423146609,,58.276,46.84,11.436,24.4150298889838%,15197,11144,4053,36.3693467336683%,26.0776305854897,23.7916310845431,2.28599950094661
Belarus,,4.6,4.417,0.183,4.14308354086483%,1656,1696,-40,-2.35849056603774%,36,38.3971021055015,-2.39710210550147,,51.767,34.809,16.958,48.7172857594301%,21774,14076,7698,54.688832054561%,42.0615449997102,40.4378178057399,1.62372719397034
Caucas,,0.847,0.667,0.18,26.9865067466267%,109,180,-71,-39.4444444444445%,12.8689492325856,26.9865067466267,-14.1175575140411,,9.32,7.68,1.64,21.3541666666667%,1839,1489,350,23.5057085292142%,19.7317596566524,19.3880208333333,0.343738823319029
Armenia,,0.155,0.232,-0.077,-33.1896551724138%,12,15,-3,-20%,7.74193548387097,6.46551724137931,1.27641824249166,,1.8,2.45,-0.65,-26.530612244898%,390,250,140,56%,21.6666666666667,10.2040816326531,11.4625850340136
Azerbaijan,,0.383,0.149,0.234,157.046979865772%,72,123,-51,-41.4634146341463%,18.798955613577,82.5503355704698,-63.7513799568928,,4,2,2,100%,1199,978,221,22.5971370143149%,29.975,48.9,-18.925
Georgia,,0.309,0.286,0.023,8.04195804195804%,25,42,-17,-40.4761904761905%,8.09061488673139,14.6853146853147,-6.59469979858329,,3.52,3.23,0.29,8.97832817337461%,250,261,-11,-4.21455938697318%,7.10227272727273,8.08049535603715,-0.978222628764423
Central Asia,,6.824,6.535,0.289,4.42234123947971%,259,107,152,142.056074766355%,3.79542790152403,1.63733741392502,2.15809048759901,,74.07,70.605,3.46500000000002,4.90758444869346%,2992,825,2167,262.666666666667%,4.03942216821925,1.16847248778415,2.8709496804351
Kyrgyzstan,,0.237,0.181,0.056,30.939226519337%,50,19,31,163.157894736842%,21.0970464135021,10.4972375690608,10.5998088444413,,2.345,2.21,0.135,6.10859728506787%,239,206,33,16.0194174757281%,10.1918976545842,9.32126696832579,0.870630686258428
Tajikistan,,0.225,0.181,0.044,24.3093922651934%,2,0,2,0%,0.888888888888889,0,0.888888888888889,,2.43,2.21,0.22,9.95475113122173%,2,39,-37,-94.8717948717949%,0.0823045267489712,1.76470588235294,-1.68240135560397
Turkmenistan,,0.52,0.434,0.086,19.815668202765%,0,0,0,0%,0,0,0,,5.665,5.315,0.35,6.58513640639697%,0,0,0,0%,0,0,0
Uzbekistan,,5.659,5.57,0.0889999999999995,1.59784560143625%,187,88,99,112.5%,3.30447075455027,1.57989228007181,1.72457847447846,,61.4,58.8,2.6,4.42176870748299%,2651,580,2071,357.068965517241%,4.31758957654723,0.986394557823129,3.3311950187241
Mongolia,,0.183,0.169,0.014,8.28402366863905%,20,0,20,0%,10.9289617486339,0,10.9289617486339,,2.23,2.07,0.16,7.72946859903383%,100,0,100,0%,4.48430493273543,0,4.48430493273543
South Eastern Europe,,22.419,18.346,4.073,22.2010247465388%,7101,6724,377,5.60678167757287%,31.6740264953834,36.6510410988771,-4.97701460349376,,231.417,193.373,38.044,19.6738944940607%,81092,66684,14408,21.6063823405914%,35.0415051616778,34.4846488392899,0.556856322387972
Bulgaria,,3.5,3.775,-0.275,-7.28476821192052%,894,1118,-224,-20.0357781753131%,25.5428571428571,29.6158940397351,-4.07303689687795,,42.907,38.394,4.513,11.7544407980414%,10192,9769,423,4.33002354386325%,23.7536998624933,25.4440798041361,-1.69037994164276
Romania,,18.189,13.813,4.376,31.6803011655687%,6021,5404,617,11.4174685418209%,33.1024245423058,39.1225656989792,-6.02014115667343,,182.124,149.37,32.754,21.9280980116489%,69446,55554,13892,25.006300176405%,38.1311633831895,37.1922072705363,0.938956112653223
Moldova,,0.73,0.758,-0.028,-3.69393139841689%,186,202,-16,-7.92079207920792%,25.4794520547945,26.6490765171504,-1.16962446235587,,6.386,5.609,0.777,13.8527366732038%,1454,1361,93,6.83321087435709%,22.7685562167241,24.2645747905152,-1.49601857379116
,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAS REGION,,519.664,535.617,-15.9529999999999,-2.97843421698711%,37201,32770,4431,13.5215135794935%,7.15866405985406,6.11817772774203,1.04048633211203,,6020.748,5860.627,160.121000000001,2.73214794253245%,437248,389420,47828,12.2818550665092%,7.26235344844195,6.64468153322162,0.617671915220337
4 Subsidiaries,,425.366,433.839,-8.47299999999996,-1.95302865809666%,34128,29567,4561,15.4259816687523%,8.02320824889624,6.81520103079714,1.2080072180991,,4909.155,4794.541,114.614000000001,2.39051037419435%,406542,360103,46439,12.8960325240278%,8.2813029940998,7.510687675838,0.770615318261795
Brazil,,224.474,204.837,19.637,9.5866469436674%,20595,15311,5284,34.5111357847299%,9.17478193465613,7.47472380478136,1.70005812987477,,2468.434,2172.738,295.696,13.609372137828%,214822,167147,47675,28.5227972981866%,8.7027645867785,7.69292017721419,1.00984440956431
Argentina,,27.259,46.534,-19.275,-41.4213263420295%,4597,6214,-1617,-26.0218860637271%,16.8641549579955,13.35367688142,3.51047807657549,,773.641,863.824,-90.183,-10.4399738835689%,114348,115243,-895,-0.776619838081272%,14.7804989652823,13.3410278019597,1.43947116332269
Colombia,,31.67,23.751,7.919,33.3417540314092%,6204,4725,1479,31.3015873015873%,19.5895168929586,19.893899204244,-0.304382311285398,,245.622,227.662,17.96,7.88888791278299%,49588,47514,2074,4.3650292545355%,20.1887453078307,20.8704131563458,-0.681667848515076
Mexico,,141.963,158.717,-16.754,-10.5558950837024%,2732,3317,-585,-17.636418450407%,1.92444510189275,2.08988325132153,-0.165438149428788,,1421.458,1530.317,-108.859,-7.1134934788021%,27784,30199,-2415,-7.996953541508%,1.9546127989712,1.97338198556247,-0.0187691865912714
Importers,,85.073,92.714,-7.64100000000001,-8.24147377958022%,3073,3203,-130,-4.05869497346238%,3.61219188226582,3.45471018400673,0.157481698259089,,1000.858,957.292,43.566,4.55096250673777%,30669,29317,1352,4.61165876453935%,3.06427085560589,3.06249294885991,0.00177790674598066
Chile,,37.278,37.477,-0.198999999999998,-0.530992341969738%,1224,1701,-477,-28.042328042328%,3.28343795267987,4.5387837873896,-1.25534583470973,,417.205,369.029,48.176,13.0548005712288%,13688,14489,-801,-5.52833183794603%,3.28088110161671,3.92624969853318,-0.645368596916466
Peru,,12.546,13.996,-1.45,-10.360102886539%,699,206,493,239.320388349515%,5.5714968914395,1.47184909974278,4.09964779169672,,147.916,163,-15.084,-9.25398773006135%,5192,3892,1300,33.4018499486125%,3.51010032721274,2.38773006134969,1.12237026586305
Ecuador,,11.656,11.759,-0.103,-0.875924823539409%,251,218,33,15.1376146788991%,2.15339739190117,1.85389914108343,0.299498250817741,,130.783,99.345,31.438,31.6452765614777%,2378,1945,433,22.2622107969152%,1.81827913413823,1.95782374553324,-0.139544611395013
Uruguay,,4.287,6.76,-2.473,-36.5828402366864%,358,749,-391,-52.2029372496662%,8.35082808490786,11.0798816568047,-2.72905357189687,,44.215,54.5,-10.285,-18.8715596330275%,5539,4902,637,12.9946960424317%,12.5274228203099,8.99449541284404,3.53292740746581
Costa Rica,,2.244,3.777,-1.533,-40.5877680698967%,15,10,5,50%,0.668449197860963,0.26476039184538,0.403688806015583,,39.53,49.412,-9.882,-19.9991904800453%,280,175,105,60%,0.708322792815583,0.354164980166761,0.354157812648822
