Код магазину,Дата,Місяц,КільКість реалізацій,Собівартість одиниці,Ціна реализації,,,,Код магазину,Регіон
1153521,01/21/2021,Січень,3,54.0681666666667,46.2755987504339,,,,,
1153524,01/21/2021,Січень,1,47.7228,39.3798449612403,,,,,
1153525,01/21/2021,Січень,2,49.98145,50.903621427745,,,,,
1153526,01/21/2021,Січень,1,41.0083,37.0195533958116,,,,,
1153528,01/21/2021,Січень,1,47.7228,46.2339465463381,,,,,
1156629,01/21/2021,Січень,1,57.2937,47.2012032858961,,,,,
1156658,01/21/2021,Січень,1,93.1472,121.712368390605,,,,,
1171771,01/21/2021,Січень,1,69.2781,60.1180145782714,,,,,
1172591,01/21/2021,Січень,1,66.2413,78.6717574916117,,,,,
1173031,01/21/2021,Січень,3,68.3237666666667,67.1171275405916,,,,,
1174680,01/21/2021,Січень,1,41.0083,39.3335647344672,,,,,
1176680,01/21/2021,Січень,1,41.0083,37.0195533958116,,,,,
1178717,01/21/2021,Січень,1,69.2781,60.1180145782714,,,,,
1178750,01/21/2021,Січень,3,64.8784666666667,53.2191754406263,,,,,
1179050,01/21/2021,Січень,1,66.7247,55.4899919009603,,,,,
1180626,01/21/2021,Січень,1,80.1879,64.7876894596784,,,,,
1181434,01/21/2021,Січень,1,41.0083,37.0195533958116,,,,,
1186262,01/21/2021,Січень,2,58.7095,64.7876894596784,,,,,
1196175,01/21/2021,Січень,1,56.02,60.1596667823672,,,,,
1196189,01/21/2021,Січень,1,84.4444,87.9278028462339,,,,,
1204285,01/21/2021,Січень,2,49.151,40.9533726715261,,,,,
1216328,01/21/2021,Січень,2,48.51415,48.5896100890894,,,,,
1221484,01/21/2021,Січень,1,74.3177,64.7876894596784,,,,,
1225244,01/21/2021,Січень,1,56.02,60.1596667823672,,,,,
1225745,01/21/2021,Січень,2,65.8057,54.8374407034594,,,,,
1226705,01/21/2021,Січень,2,69.59215,69.163484901076,,,,,
1231645,01/21/2021,Січень,3,64.2283,60.1318986463034,,,,,
1241545,01/21/2021,Січень,3,74.7124666666667,67.8591538431871,,,,,
1267455,01/21/2021,Січень,1,41.0083,37.0195533958116,,,,,
1269345,01/21/2021,Січень,2,49.151,40.9533726715261,,,,,
1271440,01/21/2021,Січень,1,41.0083,37.0195533958116,,,,,
1275785,01/21/2021,Січень,2,90.97075,94.8490107601527,,,,,
1276755,01/21/2021,Січень,3,53.9742666666667,55.5316441050561,,,,,
1279631,01/21/2021,Січень,1,74.3177,64.7876894596784,,,,,
1287824,01/21/2021,Січень,2,80.1257,61.9183153997455,,,,,
1294511,01/21/2021,Січень,2,48.51415,48.5896100890894,,,,,
1294702,01/21/2021,Січень,1,56.02,60.1596667823672,,,,,
1310523,01/21/2021,Січень,3,65.8120666666667,63.231131165876,,,,,
1316043,01/21/2021,Січень,1,66.7247,55.4899919009603,,,,,
1319633,01/21/2021,Січень,4,44.761225,42.8045817424505,,,,,
1333626,01/21/2021,Січень,1,41.0083,37.0195533958116,,,,,
1343936,01/21/2021,Січень,3,66.3966,70.9583863627598,,,,,
1345915,01/21/2021,Січень,1,66.7247,55.4899919009603,,,,,
1356241,01/21/2021,Січень,1,80.1879,64.7876894596784,,,,,
1370669,01/21/2021,Січень,2,146.6246,159.430753210691,,,,,
1372999,01/21/2021,Січень,1,79.9062,92.5558255235451,,,,,
1380788,01/21/2021,Січень,2,50.6187,50.903621427745,,,,,
1398161,01/21/2021,Січень,2,96.39245,97.1630220988083,,,,,
1403429,01/21/2021,Січень,2,60.45725,64.7876894596784,,,,,
1411640,01/21/2021,Січень,1,41.0083,37.0195533958116,,,,,
1423417,01/21/2021,Січень,1,41.0083,37.0195533958116,,,,,
1423426,01/21/2021,Січень,1,74.3177,64.7876894596784,,,,,
1429125,01/21/2021,Січень,3,55.4354666666667,52.4324115854834,,,,,
1431318,01/21/2021,Січень,5,41.40234,37.0195533958116,,,,,
1456696,01/21/2021,Січень,1,57.2937,44.8871919472405,,,,,
1456867,01/21/2021,Січень,1,69.2781,60.1180145782714,,,,,
1457717,01/21/2021,Січень,1,93.1472,115.695938910101,,,,,
1460649,01/21/2021,Січень,1,71.8515,64.7876894596784,,,,,
1460654,01/21/2021,Січень,1,93.5223,92.5558255235451,,,,,
1463451,01/21/2021,Січень,1,98.9348,115.695938910101,,,,,
1463471,01/21/2021,Січень,2,88.7934,94.8490107601527,,,,,
1463473,01/21/2021,Січень,3,64.8836333333333,53.0633653438235,,,,,
1478073,01/21/2021,Січень,1,69.2781,60.1180145782714,,,,,
1479073,01/21/2021,Січень,2,48.51415,48.5896100890894,,,,,
1484789,01/21/2021,Січень,1,41.0083,37.0195533958116,,,,,
101462,01/22/2021,Січень,5,80.98106,80.723739791608,,,,,
105426,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
111687,01/22/2021,Січень,1,41.0083,39.8901717825965,,,,,
1125039,01/22/2021,Січень,1,41.0083,37.5434150004694,,,,,
1125726,01/22/2021,Січень,2,64.07905,66.8778747770581,,,,,
1136014,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1136017,01/22/2021,Січень,3,56.2932666666667,53.18846021465,,,,,
1136019,01/22/2021,Січень,2,48.51415,49.2771989111049,,,,,
1136020,01/22/2021,Січень,2,47.7228,39.937106918239,,,,,
1139627,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1140597,01/22/2021,Січень,1,88.6115,70.3980099502488,,,,,
1141327,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1141563,01/22/2021,Січень,1,41.0083,37.5434150004694,,,,,
1141567,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1143363,01/22/2021,Січень,1,80.1879,61.0109828217404,,,,,
1144860,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1145000,01/22/2021,Січень,2,62.64905,60.9898620107012,,,,,
1145004,01/22/2021,Січень,1,52.0214,51.623955693232,,,,,
1145005,01/22/2021,Січень,2,57.663,53.9707124753591,,,,,
1145346,01/22/2021,Січень,1,74.3177,70.3980099502488,,,,,
1145538,01/22/2021,Січень,1,71.8515,61.0109828217404,,,,,
1145678,01/22/2021,Січень,2,74.0791,76.2883694733878,,,,,
1147019,01/22/2021,Січень,2,74.733,60.9898620107012,,,,,
1147105,01/22/2021,Січень,2,83.7412,72.7447667323759,,,,,
1147199,01/22/2021,Січень,1,47.7228,39.937106918239,,,,,
1149639,01/22/2021,Січень,1,71.8515,61.0109828217404,,,,,
1149642,01/22/2021,Січень,3,67.6442,59.4323977596295,,,,,
1149718,01/22/2021,Січень,2,55.1432,49.2560781000657,,,,,
1151738,01/22/2021,Січень,1,87.1498,93.8655777715198,,,,,
1151743,01/22/2021,Січень,1,41.0083,37.5434150004694,,,,,
1151862,01/22/2021,Січень,2,56.02,61.0109828217404,,,,,
1152051,01/22/2021,Січень,1,80.1879,64.2964423167183,,,,,
1153461,01/22/2021,Січень,2,73.26145,70.3980099502488,,,,,
1153469,01/22/2021,Січень,1,56.02,61.0109828217404,,,,,
1153471,01/22/2021,Січень,1,74.6714,84.0091992865859,,,,,
1153473,01/22/2021,Січень,1,41.0083,37.5434150004694,,,,,
1153474,01/22/2021,Січень,2,48.51415,51.3892800150192,,,,,
1153511,01/22/2021,Січень,1,66.7247,56.2752276354079,,,,,
1153518,01/22/2021,Січень,1,41.0083,39.8901717825965,,,,,
1153519,01/22/2021,Січень,5,56.56746,61.4803341781658,,,,,
1153520,01/22/2021,Січень,2,73.4563,58.6431052285741,,,,,
1153521,01/22/2021,Січень,3,62.4791666666667,59.4464783003223,,,,,
1153525,01/22/2021,Січень,2,48.51415,49.2771989111049,,,,,
1153528,01/22/2021,Січень,1,66.7247,56.2752276354079,,,,,
1153533,01/22/2021,Січень,1,80.1879,61.0109828217404,,,,,
1156629,01/22/2021,Січень,3,50.4315666666667,48.4808661097031,,,,,
1156658,01/22/2021,Січень,1,79.9062,97.1510372664977,,,,,
1159778,01/22/2021,Січень,1,84.4444,84.4785506430114,,,,,
1160923,01/22/2021,Січень,1,47.7228,39.937106918239,,,,,
1166831,01/22/2021,Січень,3,71.2124333333333,58.9489658625114,,,,,
1168831,01/22/2021,Січень,1,52.0214,51.623955693232,,,,,
1173031,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1174680,01/22/2021,Січень,3,65.0541666666667,65.5480459338528,,,,,
1176680,01/22/2021,Січень,1,56.02,61.0109828217404,,,,,
1178750,01/22/2021,Січень,3,53.9742666666667,56.3174692574862,,,,,
1179050,01/22/2021,Січень,1,41.0083,37.5434150004694,,,,,
1181434,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1186262,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1196188,01/22/2021,Січень,1,56.02,62.888388247442,,,,,
1196189,01/22/2021,Січень,2,71.03695,63.8529052848963,,,,,
1204518,01/22/2021,Січень,2,46.51485,42.2369285647236,,,,,
1216328,01/22/2021,Січень,1,82.418,84.4785506430114,,,,,
1221484,01/22/2021,Січень,1,56.6821,65.7044963859946,,,,,
1225244,01/22/2021,Січень,1,56.02,61.0109828217404,,,,,
1225745,01/22/2021,Січень,4,85.429575,75.0809631089834,,,,,
1231645,01/22/2021,Січень,1,41.0083,37.5434150004694,,,,,
1241545,01/22/2021,Січень,3,52.1114333333333,48.4949466503958,,,,,
1267455,01/22/2021,Січень,7,41.9675142857143,37.8853709887222,,,,,
1271440,01/22/2021,Січень,2,55.1432,49.2560781000657,,,,,
1275785,01/22/2021,Січень,2,55.1432,50.4294564911293,,,,,
1276755,01/22/2021,Січень,1,66.7247,56.2752276354079,,,,,
1276765,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1279631,01/22/2021,Січень,1,56.02,61.0109828217404,,,,,
1287824,01/22/2021,Січень,2,70.5648,60.9898620107012,,,,,
1294422,01/22/2021,Січень,2,48.51415,49.2771989111049,,,,,
1294432,01/22/2021,Січень,1,41.0083,37.5434150004694,,,,,
1294511,01/22/2021,Січень,5,86.37286,103.252604900028,,,,,
1294702,01/22/2021,Січень,2,55.1432,50.4294564911293,,,,,
1295811,01/22/2021,Січень,2,76.1829,86.8253074251385,,,,,
1305313,01/22/2021,Січень,2,48.51415,49.2771989111049,,,,,
1310523,01/22/2021,Січень,1,79.9062,93.8655777715198,,,,,
1316043,01/22/2021,Січень,1,41.0083,37.5434150004694,,,,,
1319593,01/22/2021,Січень,1,47.7228,39.937106918239,,,,,
1319605,01/22/2021,Січень,1,41.0083,39.8901717825965,,,,,
1333626,01/22/2021,Січень,1,56.02,61.0109828217404,,,,,
1340370,01/22/2021,Січень,1,93.1472,117.333145592791,,,,,
1348733,01/22/2021,Січень,6,45.4846333333333,39.1392096123158,,,,,
1356241,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1370669,01/22/2021,Січень,4,51.828675,49.2666385055853,,,,,
1372999,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1380788,01/22/2021,Січень,2,62.64905,60.9898620107012,,,,,
1398161,01/22/2021,Січень,2,62.72635,61.0109828217404,,,,,
1403429,01/22/2021,Січень,2,55.1432,49.2560781000657,,,,,
1411640,01/22/2021,Січень,1,47.7228,39.937106918239,,,,,
1423417,01/22/2021,Січень,1,69.2781,60.9687411996621,,,,,
1423426,01/22/2021,Січень,1,126.0602,70.4449450858913,,,,,
1434555,01/22/2021,Січень,1,75.9751,56.3174692574862,,,,,
1444116,01/22/2021,Січень,2,55.1432,49.2560781000657,,,,,
1456696,01/22/2021,Січень,1,66.7247,56.2752276354079,,,,,
1456867,01/22/2021,Січень,1,41.0083,39.8901717825965,,,,,
1460642,01/22/2021,Січень,1,41.0083,37.5434150004694,,,,,
1460654,01/22/2021,Січень,1,56.02,61.0109828217404,,,,,
1463048,01/22/2021,Січень,1,66.7247,56.2752276354079,,,,,
1463473,01/22/2021,Січень,-1,80.0635,70.3980099502488,,,,,
1478073,01/22/2021,Січень,1,56.02,61.0109828217404,,,,,
101462,01/23/2021,Січень,3,99.0359333333333,102.484403379926,,,,,
111687,01/23/2021,Січень,1,52.0214,47.3773987206823,,,,,
1125040,01/23/2021,Січень,3,70.0493666666667,73.4391534391534,,,,,
1135618,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1136014,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1136017,01/23/2021,Січень,1,74.6714,80.5448945747453,,,,,
1136019,01/23/2021,Січень,1,69.2781,61.5493958777541,,,,,
1136020,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1140597,01/23/2021,Січень,1,47.7228,47.3347547974414,,,,,
1141327,01/23/2021,Січень,2,41.0083,40.2700781805259,,,,,
1141563,01/23/2021,Січень,1,41.0083,37.9009713338072,,,,,
1141567,01/23/2021,Січень,1,80.1879,61.592039800995,,,,,
1143366,01/23/2021,Січень,1,41.0083,37.9009713338072,,,,,
1143403,01/23/2021,Січень,1,69.2781,61.5493958777541,,,,,
1143405,01/23/2021,Січень,1,72.4596,82.9140014214641,,,,,
1143767,01/23/2021,Січень,1,52.0214,47.3773987206823,,,,,
1144844,01/23/2021,Січень,2,62.64905,61.5707178393746,,,,,
1145000,01/23/2021,Січень,2,41.0083,37.9009713338072,,,,,
1145299,01/23/2021,Січень,2,77.76855,68.5098317934139,,,,,
1145538,01/23/2021,Січень,1,79.9062,94.759535655058,,,,,
1147019,01/23/2021,Січень,3,67.1280333333333,53.6950169785991,,,,,
1147105,01/23/2021,Січень,2,74.733,61.5707178393746,,,,,
1147528,01/23/2021,Січень,1,74.6714,80.5448945747453,,,,,
1147541,01/23/2021,Січень,1,66.7247,56.8111821843165,,,,,
1147554,01/23/2021,Січень,1,41.0083,37.9009713338072,,,,,
1149642,01/23/2021,Січень,2,63.93575,61.592039800995,,,,,
1149710,01/23/2021,Січень,2,41.0083,37.9009713338072,,,,,
1149711,01/23/2021,Січень,1,41.0083,37.9009713338072,,,,,
1149718,01/23/2021,Січень,1,66.7247,56.8111821843165,,,,,
1151743,01/23/2021,Січень,4,55.1432,49.7251836057806,,,,,
1151862,01/23/2021,Січень,2,68.10395,61.592039800995,,,,,
1152051,01/23/2021,Січень,1,74.3177,73.437574034589,,,,,
1153460,01/23/2021,Січень,1,41.0083,40.2700781805259,,,,,
1153461,01/23/2021,Січень,1,69.2781,61.5493958777541,,,,,
1153463,01/23/2021,Січень,1,66.7247,56.8111821843165,,,,,
1153469,01/23/2021,Січень,1,41.0083,40.2700781805259,,,,,
1153471,01/23/2021,Січень,1,98.9348,122.241175076996,,,,,
1153474,01/23/2021,Січень,1,56.02,63.4873252783701,,,,,
1153511,01/23/2021,Січень,1,80.1879,64.9087893864013,,,,,
1153519,01/23/2021,Січень,1,41.0083,40.2700781805259,,,,,
1153521,01/23/2021,Січень,3,77.1675333333333,64.7508489299534,,,,,
1153525,01/23/2021,Січень,1,80.1879,61.592039800995,,,,,
1153526,01/23/2021,Січень,1,74.3177,71.0684671878702,,,,,
1153528,01/23/2021,Січень,2,68.10395,61.592039800995,,,,,
1156658,01/23/2021,Січень,2,56.02,63.4873252783701,,,,,
1158938,01/23/2021,Січень,1,58.9546,66.3302534944326,,,,,
1159778,01/23/2021,Січень,4,71.8085,71.0578062070599,,,,,
1160923,01/23/2021,Січень,1,69.2781,61.5493958777541,,,,,
1163232,01/23/2021,Січень,1,66.7247,56.8111821843165,,,,,
1166831,01/23/2021,Січень,1,52.0214,54.9585406301824,,,,,
1170701,01/23/2021,Січень,2,84.10645,90,,,,,
1172849,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1173031,01/23/2021,Січень,2,44.36555,39.1092158256337,,,,,
1176680,01/23/2021,Січень,1,74.3177,71.0684671878702,,,,,
1178717,01/23/2021,Січень,2,48.51415,49.7465055674011,,,,,
1178750,01/23/2021,Січень,2,70.86885,72.2316986496091,,,,,
1196188,01/23/2021,Січень,1,41.0083,40.2700781805259,,,,,
1196189,01/23/2021,Січень,1,74.6714,84.8092868988392,,,,,
1202418,01/23/2021,Січень,2,57.663,58.0383795309169,,,,,
1204285,01/23/2021,Січень,1,72.4596,80.5448945747453,,,,,
1204512,01/23/2021,Січень,3,54.9079,47.3947721708916,,,,,
1225244,01/23/2021,Січень,1,69.2781,61.5493958777541,,,,,
1226705,01/23/2021,Січень,2,71.03695,68.441127694859,,,,,
1231645,01/23/2021,Січень,1,41.0083,37.9009713338072,,,,,
1232876,01/23/2021,Січень,3,66.6962,72.6636657979942,,,,,
1234443,01/23/2021,Січень,1,41.0083,40.2700781805259,,,,,
1241545,01/23/2021,Січень,2,52.0214,52.1156124141199,,,,,
1245775,01/23/2021,Січень,1,52.0214,44.3449419568823,,,,,
1270995,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1275785,01/23/2021,Січень,1,66.7247,56.8111821843165,,,,,
1276755,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1276765,01/23/2021,Січень,1,41.0083,37.9009713338072,,,,,
1294422,01/23/2021,Січень,2,41.0083,37.9009713338072,,,,,
1294432,01/23/2021,Січень,1,47.7228,40.3174603174603,,,,,
1294702,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1305313,01/23/2021,Січень,1,80.1879,61.592039800995,,,,,
1310523,01/23/2021,Січень,3,68.5643666666667,74.2272763168286,,,,,
1316043,01/23/2021,Січень,2,60.45725,66.3302534944326,,,,,
1319593,01/23/2021,Січень,2,55.1432,50.90973702914,,,,,
1319605,01/23/2021,Січень,1,74.3177,75.8066808813078,,,,,
1319633,01/23/2021,Січень,1,69.2781,61.5493958777541,,,,,
1333626,01/23/2021,Січень,3,64.8933333333333,69.489062623391,,,,,
1343936,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1348033,01/23/2021,Січень,1,99.69,104.235963041933,,,,,
1370669,01/23/2021,Січень,1,41.0083,37.9009713338072,,,,,
1372999,01/23/2021,Січень,1,41.0083,37.9009713338072,,,,,
1380788,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1403429,01/23/2021,Січень,4,44.761225,43.8237384506041,,,,,
1411640,01/23/2021,Січень,3,92.9133333333333,91.5865118850193,,,,,
1423417,01/23/2021,Січень,3,64.8784666666667,52.906894100924,,,,,
1429125,01/23/2021,Січень,1,56.02,61.592039800995,,,,,
1431318,01/23/2021,Січень,1,79.9062,94.759535655058,,,,,
1444116,01/23/2021,Січень,3,66.9402333333333,75.8066808813077,,,,,
1456696,01/23/2021,Січень,1,69.2781,61.5493958777541,,,,,
1457717,01/23/2021,Січень,1,41.0083,40.2700781805259,,,,,
1460642,01/23/2021,Січень,1,69.2781,61.5493958777541,,,,,
1463048,01/23/2021,Січень,1,79.9062,94.759535655058,,,,,
1463452,01/23/2021,Січень,1,69.2781,61.5493958777541,,,,,
1463473,01/23/2021,Січень,1,79.9062,94.759535655058,,,,,
1478073,01/23/2021,Січень,2,77.11195,82.9140014214641,,,,,
1479073,01/23/2021,Січень,2,60.45725,67.514806917792,,,,,
101462,01/24/2021,Січень,1,66.7247,57.3574435514734,,,,,
1125040,01/24/2021,Січень,1,72.4596,83.711251435132,,,,,
1125726,01/24/2021,Січень,1,56.02,62.1842709529277,,,,,
1135618,01/24/2021,Січень,3,46.0122,46.2383594846282,,,,,
1136014,01/24/2021,Січень,1,41.0083,38.2654037504784,,,,,
1136017,01/24/2021,Січень,4,49.754375,44.8442881745121,,,,,
1136019,01/24/2021,Січень,2,60.5981,50.224837351703,,,,,
1138567,01/24/2021,Січень,1,56.02,62.1842709529277,,,,,
1139627,01/24/2021,Січень,1,47.7228,40.7051282051282,,,,,
1140597,01/24/2021,Січень,1,93.1472,119.589552238806,,,,,
1141563,01/24/2021,Січень,2,76.83585,86.103138155377,,,,,
1141564,01/24/2021,Січень,2,41.0083,38.2654037504784,,,,,
1141565,01/24/2021,Січень,2,69.2781,62.1412169919633,,,,,
1143361,01/24/2021,Січень,2,60.5981,51.4207807118255,,,,,
1143363,01/24/2021,Січень,1,74.3177,71.7518178339074,,,,,
1143403,01/24/2021,Січень,1,41.0083,38.2654037504784,,,,,
1144844,01/24/2021,Січень,2,83.66885,78.9274779946422,,,,,
1145004,01/24/2021,Січень,2,67.9631,78.9274779946422,,,,,
1145538,01/24/2021,Січень,1,69.2781,62.1412169919633,,,,,
1145540,01/24/2021,Січень,3,64.0076,60.5609771654548,,,,,
1145678,01/24/2021,Січень,2,84.10645,90.8653846153846,,,,,
1147105,01/24/2021,Січень,1,74.3177,71.7518178339074,,,,,
1147528,01/24/2021,Січень,2,73.2146,71.7518178339074,,,,,
1147541,01/24/2021,Січень,1,66.7247,57.3574435514734,,,,,
1147554,01/24/2021,Січень,1,41.0083,38.2654037504784,,,,,
1149639,01/24/2021,Січень,2,48.51415,50.224837351703,,,,,
1149711,01/24/2021,Січень,1,41.0083,38.2654037504784,,,,,
1149718,01/24/2021,Січень,4,70.8389,75.3396479142748,,,,,
1151862,01/24/2021,Січень,1,80.1879,62.1842709529277,,,,,
1152049,01/24/2021,Січень,1,98.9348,119.589552238806,,,,,
1152051,01/24/2021,Січень,3,59.5882333333333,61.8510014032402,,,,,
1152052,01/24/2021,Січень,1,41.0083,40.6572904707233,,,,,
1153456,01/24/2021,Січень,2,108.3087,133.940872560276,,,,,
1153460,01/24/2021,Січень,1,56.02,64.0977803291236,,,,,
1153469,01/24/2021,Січень,1,79.9062,88.4950248756219,,,,,
1153471,01/24/2021,Січень,2,83.528,99.9760811327976,,,,,
1153511,01/24/2021,Січень,2,41.0083,40.6572904707233,,,,,
1153515,01/24/2021,Січень,2,53.8665,47.8114236509759,,,,,
1153518,01/24/2021,Січень,2,60.5981,51.4207807118255,,,,,
1153519,01/24/2021,Січень,4,105.975775,108.826061997704,,,,,
1153520,01/24/2021,Січень,3,107.045033333333,102.049049623676,,,,,
1153521,01/24/2021,Січень,2,93.49055,102.846345197091,,,,,
1153524,01/24/2021,Січень,1,79.9062,95.6706850363567,,,,,
1153525,01/24/2021,Січень,1,66.7247,57.3574435514734,,,,,
1153526,01/24/2021,Січень,1,41.0083,38.2654037504784,,,,,
1153527,01/24/2021,Січень,2,68.10395,62.1842709529277,,,,,
1153528,01/24/2021,Січень,3,46.0122,46.2383594846281,,,,,
1153531,01/24/2021,Січень,1,41.0083,40.6572904707233,,,,,
1153532,01/24/2021,Січень,1,52.0214,52.616724071948,,,,,
1158938,01/24/2021,Січень,3,66.5386,65.3591019262661,,,,,
1159778,01/24/2021,Січень,2,48.51415,51.4207807118255,,,,,
1161130,01/24/2021,Січень,1,100.4354,107.630118637581,,,,,
1172838,01/24/2021,Січень,1,99.69,103.181209337926,,,,,
1178717,01/24/2021,Січень,2,56.4299,45.5845771144279,,,,,
1178750,01/24/2021,Січень,1,47.7228,40.7051282051282,,,,,
1180626,01/24/2021,Січень,3,56.7178333333333,55.8059063656079,,,,,
1181434,01/24/2021,Січень,2,64.07905,68.16398775354,,,,,
1186262,01/24/2021,Січень,2,58.50045,51.4231725985457,,,,,
1196188,01/24/2021,Січень,2,61.93645,60.5099502487562,,,,,
1196189,01/24/2021,Січень,1,82.418,88.9734022196709,,,,,
1204285,01/24/2021,Січень,1,77.2453,71.7518178339074,,,,,
1221484,01/24/2021,Січень,1,69.2781,62.1412169919633,,,,,
1225244,01/24/2021,Січень,1,41.0083,40.6572904707233,,,,,
1225745,01/24/2021,Січень,1,56.02,62.1842709529277,,,,,
1231645,01/24/2021,Січень,2,48.51415,50.224837351703,,,,,
1232876,01/24/2021,Січень,1,56.02,62.1842709529277,,,,,
1234443,01/24/2021,Січень,1,80.1879,65.5329123612706,,,,,
1241545,01/24/2021,Січень,2,60.5981,50.224837351703,,,,,
1242275,01/24/2021,Січень,1,93.5223,88.4950248756219,,,,,
1245775,01/24/2021,Січень,3,49.6832333333333,50.224837351703,,,,,
1267455,01/24/2021,Січень,3,61.5347,57.3861461921163,,,,,
1269345,01/24/2021,Січень,2,62.48405,56.2284730195178,,,,,
1275785,01/24/2021,Січень,2,64.2398,72.9477611940299,,,,,
1276755,01/24/2021,Січень,1,56.02,62.1842709529277,,,,,
1287824,01/24/2021,Січень,2,62.64905,62.1627439724455,,,,,
1294422,01/24/2021,Січень,1,47.7228,40.7051282051282,,,,,
1294432,01/24/2021,Січень,1,66.7247,57.3574435514734,,,,,
1294511,01/24/2021,Січень,1,56.02,62.1842709529277,,,,,
1294702,01/24/2021,Січень,2,82.82975,88.4734978951397,,,,,
1305313,01/24/2021,Січень,1,41.0083,38.2654037504784,,,,,
1310523,01/24/2021,Січень,3,51.4920666666667,53.4140196453629,,,,,
1316043,01/24/2021,Січень,1,41.0083,38.2654037504784,,,,,
1319593,01/24/2021,Січень,2,48.51415,51.4207807118255,,,,,
1319605,01/24/2021,Січень,3,67.0341333333333,66.1707488200026,,,,,
1319633,01/24/2021,Січень,2,88.7958,102.846345197091,,,,,
1333626,01/24/2021,Січень,1,69.2781,62.1412169919633,,,,,
1343936,01/24/2021,Січень,2,53.6248,59.7923842326827,,,,,
1345915,01/24/2021,Січень,1,79.9062,95.6706850363567,,,,,
1348033,01/24/2021,Січень,1,41.0083,38.2654037504784,,,,,
1348733,01/24/2021,Січень,2,52.20245,53.8365862992729,,,,,
1363619,01/24/2021,Січень,3,109.4972,101.427159076413,,,,,
1370669,01/24/2021,Січень,1,56.02,62.1842709529277,,,,,
1372999,01/24/2021,Січень,3,41.0083,38.2654037504784,,,,,
1380788,01/24/2021,Січень,2,93.4654,102.846345197091,,,,,
1398161,01/24/2021,Січень,5,63.15448,57.3832759280521,,,,,
1403429,01/24/2021,Січень,1,69.2781,62.1412169919633,,,,,
1411640,01/24/2021,Січень,1,116.8189,141.11653272101,,,,,
1423417,01/24/2021,Січень,1,41.0083,38.2654037504784,,,,,
1429125,01/24/2021,Січень,2,65.9638,71.7518178339074,,,,,
1434555,01/24/2021,Січень,3,78.8973666666667,84.508547008547,,,,,
1444116,01/24/2021,Січень,1,80.1879,62.1842709529277,,,,,
1455486,01/24/2021,Січень,2,61.13065,71.7518178339074,,,,,
1456696,01/24/2021,Січень,1,69.2781,62.1412169919633,,,,,
1456867,01/24/2021,Січень,1,56.02,64.0977803291236,,,,,
1457717,01/24/2021,Січень,1,56.02,62.1842709529277,,,,,
1460642,01/24/2021,Січень,2,91.3132,102.846345197091,,,,,
1463451,01/24/2021,Січень,2,81.21265,90.8653846153846,,,,,
1463471,01/24/2021,Січень,1,53.8507,66.9680443934175,,,,,
1463473,01/24/2021,Січень,2,48.51415,50.224837351703,,,,,
1479073,01/24/2021,Січень,2,73.38865,80.1234213547646,,,,,
1484789,01/24/2021,Січень,2,57.663,55.0086107921929,,,,,
101462,01/25/2021,Січень,3,72.8208,73.3177063400944,,,,,
105426,01/25/2021,Січень,1,87.1498,95.6706850363567,,,,,
111687,01/25/2021,Січень,2,54.0207,55.0086107921929,,,,,
1125039,01/25/2021,Січень,1,41.0083,38.2654037504784,,,,,
1125726,01/25/2021,Січень,3,69.4922666666667,74.9410001275673,,,,,
1135618,01/25/2021,Січень,1,41.0083,38.2654037504784,,,,,
1136014,01/25/2021,Січень,2,69.5856,74.1437045541523,,,,,
1136017,01/25/2021,Січень,4,58.443575,58.5964408725603,,,,,
1136019,01/25/2021,Січень,1,60.2291,66.9680443934175,,,,,
1136020,01/25/2021,Січень,2,80.9106,88.4950248756219,,,,,
1138567,01/25/2021,Січень,1,126.0602,71.7996555683123,,,,,
1139627,01/25/2021,Січень,1,56.02,62.1842709529277,,,,,
1141563,01/25/2021,Січень,1,112.6634,133.940872560276,,,,,
1141564,01/25/2021,Січень,3,63.3975333333333,65.3591019262661,,,,,
1141565,01/25/2021,Січень,1,56.02,62.1842709529277,,,,,
1143361,01/25/2021,Січень,1,41.0083,40.6572904707233,,,,,
1143363,01/25/2021,Січень,1,41.0083,38.2654037504784,,,,,
