Код магазину,Дата,Місяц,КільКість реалізацій,Собівартість одиниці,Ціна реализації,,,,Код магазину,Регіон
1370669,01/01/2021,Січень,1,88.6115,60.2568905539203,,,,1275815,Схід
1403429,01/01/2021,Січень,1,121.4205,107.032378913567,,,,1270995,Схід
1463048,01/01/2021,Січень,2,109.6037,160.551244313621,,,,1156378,Схід
1484789,01/01/2021,Січень,1,41.0083,48.1616269735082,,,,1153466,Схід
101462,01/02/2021,Січень,1,116.2402,144.495584693605,,,,1172849,Схід
105122,01/02/2021,Січень,2,75.408,80.2729462135403,,,,1242275,Схід
105426,01/02/2021,Січень,1,69.2781,80.2729462135403,,,,1153469,Схід
1125726,01/02/2021,Січень,2,57.22375,61.5413433235215,,,,1149718,Схід
1136014,01/02/2021,Січень,1,69.2781,80.2729462135403,,,,1153533,Схід
1136017,01/02/2021,Січень,2,136.11775,160.551244313621,,,,1161130,Схід
1136019,01/02/2021,Січень,1,80.1879,74.9210596735349,,,,1169861,Схід
1136020,01/02/2021,Січень,1,57.2937,53.5135135135135,,,,1161888,Схід
1138567,01/02/2021,Січень,1,54.0604,53.5135135135135,,,,1153534,Схід
1141563,01/02/2021,Січень,4,78.251425,90.976719293551,,,,1421783,Схід
1141567,01/02/2021,Січень,1,116.8189,139.143698153599,,,,1160118,Схід
1143363,01/02/2021,Січень,2,94.9327,120.41209526358,,,,1460649,Схід
1143366,01/02/2021,Січень,1,69.2781,80.2729462135403,,,,1216328,Схід
1143403,01/02/2021,Січень,2,58.50045,62.9060743912229,,,,1153532,Схід
1144844,01/02/2021,Січень,3,79.5166666666667,103.464454553563,,,,1279611,Днепро-Слобідський
1145299,01/02/2021,Січень,4,70.8977,74.9210596735349,,,,1166091,Днепро-Слобідський
1145540,01/02/2021,Січень,5,64.75554,68.4891624297565,,,,1147199,Днепро-Слобідський
1145678,01/02/2021,Січень,1,66.2413,90.976719293551,,,,1156629,Днепро-Слобідський
1147019,01/02/2021,Січень,3,74.8393666666667,89.1927571135492,,,,1204512,Днепро-Слобідський
1147091,01/02/2021,Січень,1,74.3177,74.8728926946749,,,,1267455,Днепро-Слобідський
1149642,01/02/2021,Січень,1,93.5223,107.032378913567,,,,1319633,Днепро-Слобідський
1151862,01/02/2021,Січень,1,171.8097,176.606903933637,,,,1147105,Днепро-Слобідський
1152049,01/02/2021,Січень,1,57.2937,53.5135135135135,,,,1145538,Днепро-Слобідський
1152051,01/02/2021,Січень,2,64.7048,75.4562483275355,,,,1145540,Днепро-Слобідський
1152052,01/02/2021,Січень,1,192.977,246.181428953706,,,,1295811,Днепро-Слобідський
1153463,01/02/2021,Січень,1,57.2937,56.7246454375167,,,,1319605,Днепро-Слобідський
1153466,01/02/2021,Січень,1,93.5223,107.032378913567,,,,1147528,Днепро-Слобідський
1153473,01/02/2021,Січень,1,71.8515,64.2172865935242,,,,1456696,Днепро-Слобідський
1153511,01/02/2021,Січень,1,121.4205,112.919454107573,,,,1147541,Днепро-Слобідський
1153518,01/02/2021,Січень,1,80.1879,74.9210596735349,,,,1180626,Днепро-Слобідський
1153519,01/02/2021,Січень,3,68.4336333333333,67.7852109535278,,,,1147554,Днепро-Слобідський
1153520,01/02/2021,Січень,1,66.2413,90.976719293551,,,,1431318,Днепро-Слобідський
1153521,01/02/2021,Січень,2,52.50825,49.5263580412095,,,,1145346,Днепро-Слобідський
1153527,01/02/2021,Січень,1,80.1879,74.9210596735349,,,,1145347,Днепро-Слобідський
1156378,01/02/2021,Січень,1,83.3197,93.6526625635537,,,,1305313,Днепро-Слобідський
1156658,01/02/2021,Січень,1,80.1879,79.2025689055392,,,,1184404,Днепро-Слобідський
1158938,01/02/2021,Січень,2,47.7228,49.5263580412095,,,,1153470,Днепро-Слобідський
1159778,01/02/2021,Січень,4,73.9396,76.2590313085363,,,,1153467,Днепро-Слобідський
1163232,01/02/2021,Січень,2,56.40265,72.2451164035323,,,,1151743,Днепро-Слобідський
1166831,01/02/2021,Січень,1,57.2937,56.7246454375167,,,,1151738,Днепро-Слобідський
1169861,01/02/2021,Січень,1,71.8515,64.2172865935242,,,,1153463,Днепро-Слобідський
1172838,01/02/2021,Січень,1,54.0604,55.6542681295157,,,,1356241,Днепро-Слобідський
1173031,01/02/2021,Січень,1,83.3197,74.011238961734,,,,1153456,Днепро-Слобідський
1179050,01/02/2021,Січень,1,80.1879,74.9210596735349,,,,1204285,Днепро-Слобідський
1181034,01/02/2021,Січень,1,57.2937,53.5135135135135,,,,1153461,Днепро-Слобідський
1181434,01/02/2021,Січень,2,75.87885,85.6248327535456,,,,1503689,Днепро-Слобідський
1196175,01/02/2021,Січень,2,60.15085,72.2451164035323,,,,1423417,Днепро-Слобідський
1196188,01/02/2021,Січень,2,69.2881,70.6395504415306,,,,1153460,Днепро-Слобідський
1202418,01/02/2021,Січень,1,66.7247,69.5691731335296,,,,1319593,Днепро-Слобідський
1204285,01/02/2021,Січень,3,63.4199,70.4789938453305,,,,1147091,Днепро-Слобідський
1204518,01/02/2021,Січень,1,74.3177,74.8728926946749,,,,1348033,Днепро-Слобідський
1221484,01/02/2021,Січень,1,123.7243,176.606903933637,,,,1232876,Днепро-Слобідський
1231645,01/02/2021,Січень,2,74.733,77.5970029435376,,,,1143366,Днепро-Слобідський
1241545,01/02/2021,Січень,1,155.9953,176.606903933637,,,,1143363,Днепро-Слобідський
1242275,01/02/2021,Січень,1,66.7247,64.2172865935242,,,,1143361,Днепро-Слобідський
1245775,01/02/2021,Січень,1,130.9108,165.903130853626,,,,1172838,Днепро-Слобідський
1269345,01/02/2021,Січень,1,57.2937,53.5135135135135,,,,1153511,Днепро-Слобідський
1271440,01/02/2021,Січень,1,66.7247,69.5691731335296,,,,1153515,Днепро-Слобідський
1275785,01/02/2021,Січень,1,57.2937,53.5135135135135,,,,1174680,Днепро-Слобідський
1276765,01/02/2021,Січень,1,58.9546,74.9210596735349,,,,1178717,Днепро-Слобідський
1294511,01/02/2021,Січень,1,75.3492,67.4819373829275,,,,1269346,Днепро-Слобідський
1294702,01/02/2021,Січень,2,120.5439,128.439925073588,,,,1460654,Днепро-Слобідський
1310523,01/02/2021,Січень,2,68.7408,64.2172865935242,,,,1269345,Днепро-Слобідський
1316043,01/02/2021,Січень,1,80.1879,74.9210596735349,,,,1153519,Днепро-Слобідський
1319593,01/02/2021,Січень,1,60.2291,74.9210596735349,,,,1279631,Днепро-Слобідський
1333626,01/02/2021,Січень,1,74.3177,74.8728926946749,,,,1294432,Днепро-Слобідський
1340370,01/02/2021,Січень,1,71.8515,64.2172865935242,,,,1423426,Днепро-Слобідський
1343936,01/02/2021,Січень,1,66.2413,90.976719293551,,,,1499726,Днепро-Слобідський
1345915,01/02/2021,Січень,1,57.2937,53.5135135135135,,,,1153520,Днепро-Слобідський
1348033,01/02/2021,Січень,2,57.22375,61.5413433235215,,,,1153521,Днепро-Слобідський
1348733,01/02/2021,Січень,3,67.9748666666667,76.7050218535367,,,,1160923,Днепро-Слобідський
1356241,01/02/2021,Січень,2,52.50825,53.5135135135135,,,,1176680,Днепро-Слобідський
1370669,01/02/2021,Січень,2,111.91555,108.932298635269,,,,1181034,Днепро-Слобідський
1398161,01/02/2021,Січень,2,88.7875,109.86887877977,,,,1276755,Днепро-Слобідський
1403429,01/02/2021,Січень,3,62.1463,57.0814378735171,,,,1196188,Західний
1423417,01/02/2021,Січень,1,80.1879,74.9210596735349,,,,1196189,Західний
1434555,01/02/2021,Січень,2,123.5187,149.84747123361,,,,1196175,Західний
1455486,01/02/2021,Січень,2,61.7675,72.2451164035323,,,,1363619,Західний
1456867,01/02/2021,Січень,1,69.2781,82.948889483543,,,,1456867,Західний
1458711,01/02/2021,Січень,1,57.2937,53.5135135135135,,,,1147019,Західний
1460654,01/02/2021,Січень,3,60.6570333333333,60.6493622335207,,,,1156658,Західний
1463048,01/02/2021,Січень,1,80.1879,74.9210596735349,,,,1398161,Західний
1463451,01/02/2021,Січень,2,47.7228,49.5263580412095,,,,1343936,Західний
1463452,01/02/2021,Січень,1,57.2937,53.5135135135135,,,,1226705,Західний
1478073,01/02/2021,Січень,1,126.0602,187.310677013647,,,,1152049,Західний
1479073,01/02/2021,Січень,1,66.7247,69.5691731335296,,,,1434555,Західний
101462,01/03/2021,Січень,3,89.2253,101.876728213362,,,,1152210,Західний
111687,01/03/2021,Січень,1,47.7228,45.5392025689055,,,,1151862,Західний
1125040,01/03/2021,Січень,2,72.22175,80.2729462135403,,,,1294511,Західний
1125726,01/03/2021,Січень,4,61.319125,62.8793149585229,,,,1163232,Західний
1136014,01/03/2021,Січень,1,87.1498,107.032378913567,,,,1179050,Західний
1136017,01/03/2021,Січень,1,167.189,176.606903933637,,,,1499609,Західний
1136019,01/03/2021,Січень,1,69.2781,80.2729462135403,,,,1466196,Західний
1138567,01/03/2021,Січень,2,77.11195,90.952635804121,,,,1294702,Західний
1139627,01/03/2021,Січень,1,69.2781,80.2729462135403,,,,1345915,Західний
1140597,01/03/2021,Січень,1,88.6115,60.2568905539203,,,,1152051,Західний
1141327,01/03/2021,Січень,1,47.7228,53.5135135135135,,,,1152052,Західний
1141563,01/03/2021,Січень,1,71.8515,64.2172865935242,,,,1171771,Західний
1141564,01/03/2021,Січень,1,75.3492,67.4819373829275,,,,1444116,Західний
1141567,01/03/2021,Січень,1,47.7228,45.5392025689055,,,,1153471,Західний
1143361,01/03/2021,Січень,1,47.7228,53.5135135135135,,,,1153474,Західний
1143363,01/03/2021,Січень,1,57.2937,53.5135135135135,,,,1153473,Західний
1143366,01/03/2021,Січень,2,74.57135,75.7506020872358,,,,1478073,Західний
1143403,01/03/2021,Січень,1,57.2937,53.5135135135135,,,,1491804,Західний
1143405,01/03/2021,Січень,1,47.7228,53.5135135135135,,,,1204518,Західний
1144860,01/03/2021,Січень,1,75.3492,67.4819373829275,,,,1275785,Західний
1145004,01/03/2021,Січень,1,47.7228,45.5392025689055,,,,1463048,Західний
1145538,01/03/2021,Січень,1,57.2937,53.5135135135135,,,,1149639,Західний
1145678,01/03/2021,Січень,3,62.9893,68.6950316653287,,,,1149642,Західний
1147105,01/03/2021,Січень,1,57.2937,53.5135135135135,,,,1149643,Західний
1147199,01/03/2021,Січень,1,77.2453,80.2729462135403,,,,1153518,Західний
1147528,01/03/2021,Січень,1,93.5223,107.032378913567,,,,1316043,Західний
1147554,01/03/2021,Січень,1,66.2413,90.976719293551,,,,1149711,Західний
1149711,01/03/2021,Січень,1,75.3492,74.9210596735349,,,,1149714,Західний
1151738,01/03/2021,Січень,2,70.435,89.6655070912497,,,,1149710,Західний
1151743,01/03/2021,Січень,1,80.1879,74.9210596735349,,,,1202418,Західний
1151862,01/03/2021,Січень,1,155.9953,176.606903933637,,,,1234443,Західний
1152049,01/03/2021,Січень,1,91.5521,107.032378913567,,,,1276765,Західний
1152051,01/03/2021,Січень,1,57.2937,56.7246454375167,,,,1153528,Західний
1153460,01/03/2021,Січень,1,57.2937,56.7246454375167,,,,1153524,Західний
1153461,01/03/2021,Січень,2,64.5726,62.3441263045224,,,,1153525,Західний
1153511,01/03/2021,Січень,2,80.04705,94.990634198555,,,,1153527,Західний
1153519,01/03/2021,Січень,2,69.2881,66.8932298635269,,,,1153526,Західний
1153521,01/03/2021,Січень,3,90.9987333333333,100.806350905361,,,,1145005,Центральний
1153525,01/03/2021,Січень,2,78.21395,93.6526625635537,,,,1372999,Центральний
1153527,01/03/2021,Січень,3,55.8600333333333,60.6493622335207,,,,1145000,Центральний
1153528,01/03/2021,Січень,2,57.2937,53.5135135135135,,,,1333626,Центральний
1156658,01/03/2021,Січень,1,57.2937,56.7246454375167,,,,1145004,Центральний
1158938,01/03/2021,Січень,2,85.39315,99.004549103559,,,,1143767,Центральний
1160923,01/03/2021,Січень,1,69.2781,80.2729462135403,,,,1125726,Центральний
1166831,01/03/2021,Січень,2,94.2483,116.933369012577,,,,1181434,Центральний
1168831,01/03/2021,Січень,1,69.2781,80.2729462135403,,,,1455486,Центральний
1170701,01/03/2021,Січень,1,66.7247,69.5691731335296,,,,1294422,Центральний
1172838,01/03/2021,Січень,1,87.1498,96.007492641156,,,,1380788,Центральний
1174680,01/03/2021,Січень,1,74.3177,74.8728926946749,,,,1463451,Центральний
1178750,01/03/2021,Січень,1,69.2781,80.2729462135403,,,,1348733,Центральний
1180626,01/03/2021,Січень,2,44.36555,46.8504147712069,,,,1125040,Центральний
1181434,01/03/2021,Січень,3,73.9933666666667,81.3611631433414,,,,1403429,Центральний
1186262,01/03/2021,Січень,1,66.7247,69.5691731335296,,,,1479073,Центральний
1196175,01/03/2021,Січень,2,78.49185,85.6248327535456,,,,1500255,Центральний
1196189,01/03/2021,Січень,2,69.2781,82.948889483543,,,,1225244,Центральний
1204518,01/03/2021,Січень,2,56.4299,56.1894567835162,,,,1135618,Центральний
1216328,01/03/2021,Січень,1,66.7247,69.5691731335296,,,,1125039,Центральний
1221484,01/03/2021,Січень,3,87.2748333333333,101.680492373562,,,,1173031,Центральний
1225745,01/03/2021,Січень,1,80.1879,74.9210596735349,,,,1168831,Центральний
1241545,01/03/2021,Січень,3,62.1463,57.0814378735171,,,,1370669,Центральний
1242275,01/03/2021,Січень,2,72.22175,80.2729462135403,,,,1159778,Центральний
1245775,01/03/2021,Січень,1,47.7228,45.5392025689055,,,,1457717,Центральний
1269346,01/03/2021,Січень,2,57.2937,52.2023013112122,,,,1271440,Центральний
1279611,01/03/2021,Січень,1,47.7228,53.5135135135135,,,,105426,Центральний
1279631,01/03/2021,Січень,1,121.4205,107.032378913567,,,,1340370,Центральний
1287824,01/03/2021,Січень,3,62.6756666666667,71.3531353135314,,,,1429125,Центральний
1294422,01/03/2021,Січень,1,79.9062,107.032378913567,,,,1140597,Центральний
1294511,01/03/2021,Січень,1,80.1879,74.9210596735349,,,,101462,Центральний
1294702,01/03/2021,Січень,4,85.30125,85.6248327535456,,,,1170701,Центральний
1295811,01/03/2021,Січень,1,71.8515,64.2172865935242,,,,1231645,Центральний
1305313,01/03/2021,Січень,1,66.7247,69.5691731335296,,,,111687,Центральний
1316043,01/03/2021,Січень,1,99.69,117.736151993578,,,,1460642,Центральний
1319593,01/03/2021,Січень,1,47.7228,45.5392025689055,,,,1463452,Центральний
1319605,01/03/2021,Січень,2,84.48405,99.004549103559,,,,1186262,Центральний
1343936,01/03/2021,Січень,3,70.1359,74.9210596735349,,,,1484789,Центральний
1348033,01/03/2021,Січень,2,55.67705,53.5135135135135,,,,105122,Центральний
1348733,01/03/2021,Січень,2,68.7408,64.2172865935242,,,,1221484,Центральний
1356241,01/03/2021,Січень,1,54.0604,53.5135135135135,,,,1158938,Центральний
1363619,01/03/2021,Січень,3,88.2054666666667,115.952189813576,,,,1172591,Центральний
1370669,01/03/2021,Січень,1,155.9953,176.606903933637,,,,1153531,Центральний
1372999,01/03/2021,Січень,1,66.7247,69.5691731335296,,,,1144860,Центральний
1380788,01/03/2021,Січень,3,84.6878,76.009276603336,,,,1144844,Центральний
1398161,01/03/2021,Січень,1,57.2937,53.5135135135135,,,,1139627,Центральний
1403429,01/03/2021,Січень,1,167.189,176.606903933637,,,,1141327,Центральний
1423417,01/03/2021,Січень,1,74.3177,74.8728926946749,,,,1145299,Південний
1423426,01/03/2021,Січень,1,71.8515,64.2172865935242,,,,1141565,Південний
1429125,01/03/2021,Січень,2,52.50825,49.5263580412095,,,,1141567,Південний
1444116,01/03/2021,Січень,1,75.3492,74.9210596735349,,,,1166831,Південний
1458711,01/03/2021,Січень,2,68.7408,64.2172865935242,,,,1141563,Південний
1460654,01/03/2021,Січень,1,66.2413,90.976719293551,,,,1241545,Південний
1463048,01/03/2021,Січень,1,80.1879,74.9210596735349,,,,1141564,Південний
1463452,01/03/2021,Січень,1,57.2937,53.5135135135135,,,,1145678,Південний
1463473,01/03/2021,Січень,2,54.0604,53.5135135135135,,,,1245775,Південний
1478073,01/03/2021,Січень,1,71.8515,64.2172865935242,,,,1287824,Південний
101462,01/04/2021,Січень,5,105.76222,127.369547765587,,,,1136019,Південний
105122,01/04/2021,Січень,2,73.7064,85.6248327535456,,,,1138567,Південний
1125039,01/04/2021,Січень,1,80.1879,74.9210596735349,,,,1136014,Південний
1136017,01/04/2021,Січень,3,60.1219,55.5115511551155,,,,1411640,Південний
1136019,01/04/2021,Січень,2,57.22375,57.5541878512176,,,,1136017,Південний
1136020,01/04/2021,Січень,1,87.1498,107.032378913567,,,,1310523,Південний
1138567,01/04/2021,Січень,1,75.3492,67.4819373829275,,,,1178750,Південний
1141563,01/04/2021,Січень,3,59.8615,60.6493622335207,,,,1463471,Південний
1141567,01/04/2021,Січень,1,69.2781,80.2729462135403,,,,1225745,Південний
1143363,01/04/2021,Січень,4,74.941225,71.5895103023816,,,,1136020,Південний
1143366,01/04/2021,Січень,1,66.2413,90.976719293551,,,,1458711,Південний
1143403,01/04/2021,Січень,1,69.2781,80.2729462135403,,,,1466903,Південний
1143405,01/04/2021,Січень,2,76.23845,90.976719293551,,,,1463473,Південний
1145000,01/04/2021,Січень,3,68.4612666666667,80.2729462135403,,,,1143405,Південний
1145538,01/04/2021,Січень,1,47.7228,53.5135135135135,,,,1143403,Південний
1145540,01/04/2021,Січень,2,49.151,50.8375702435108,,,,,
1145678,01/04/2021,Січень,3,81.5164333333333,85.6248327535456,,,,,
1147019,01/04/2021,Січень,2,73.2146,82.948889483543,,,,,
1147091,01/04/2021,Січень,1,66.7247,69.5691731335296,,,,,
1147105,01/04/2021,Січень,1,66.7247,69.5691731335296,,,,,
1147528,01/04/2021,Січень,1,57.2937,53.5135135135135,,,,,
1149639,01/04/2021,Січень,2,74.733,77.5970029435376,,,,,
1149643,01/04/2021,Січень,1,69.2781,80.2729462135403,,,,,
1149710,01/04/2021,Січень,3,65.1713,65.985193113906,,,,,
1149711,01/04/2021,Січень,1,121.4205,107.032378913567,,,,,
1149714,01/04/2021,Січень,2,68.7408,64.2172865935242,,,,,
1151738,01/04/2021,Січень,1,80.1879,74.9210596735349,,,,,
1152049,01/04/2021,Січень,1,52.0214,58.8654000535189,,,,,
1153463,01/04/2021,Січень,1,57.2937,56.7246454375167,,,,,
1153469,01/04/2021,Січень,1,91.5521,107.032378913567,,,,,
1153471,01/04/2021,Січень,1,66.7247,73.3154937115333,,,,,
1153515,01/04/2021,Січень,1,69.2781,80.2729462135403,,,,,
1153519,01/04/2021,Січень,3,67.5758333333333,73.1370974935332,,,,,
1153520,01/04/2021,Січень,1,123.7243,176.606903933637,,,,,
1153524,01/04/2021,Січень,2,63.2859,66.8932298635269,,,,,
1153525,01/04/2021,Січень,2,87.275,120.41209526358,,,,,
1153526,01/04/2021,Січень,1,41.0083,48.1616269735082,,,,,
1153527,01/04/2021,Січень,1,71.8515,64.2172865935242,,,,,
1153528,01/04/2021,Січень,1,91.5521,107.032378913567,,,,,
1153534,01/04/2021,Січень,2,59.78715,56.1894567835162,,,,,
1156658,01/04/2021,Січень,1,69.2781,82.948889483543,,,,,
1158938,01/04/2021,Січень,1,71.8515,64.2172865935242,,,,,
1163232,01/04/2021,Січень,1,52.0214,58.8654000535189,,,,,
1166831,01/04/2021,Січень,2,60.2877,73.3154937115333,,,,,
1168831,01/04/2021,Січень,1,93.5223,107.032378913567,,,,,
1169861,01/04/2021,Січень,1,80.1879,69.5691731335296,,,,,
1171771,01/04/2021,Січень,1,57.2937,56.7246454375167,,,,,
1172591,01/04/2021,Січень,1,75.3492,74.9210596735349,,,,,
1172838,01/04/2021,Січень,1,47.7228,48.2686647043083,,,,,
1178750,01/04/2021,Січень,1,54.0604,53.5135135135135,,,,,
1180626,01/04/2021,Січень,2,58.9546,74.9210596735349,,,,,
1181434,01/04/2021,Січень,1,123.7243,176.606903933637,,,,,
1186262,01/04/2021,Січень,2,44.36555,50.8375702435108,,,,,
1196188,01/04/2021,Січень,2,76.0197,73.5830880385336,,,,,
1196189,01/04/2021,Січень,1,71.8515,67.963607171528,,,,,
1202418,01/04/2021,Січень,2,57.2937,53.5135135135135,,,,,
1204285,01/04/2021,Січень,2,52.50825,49.5263580412095,,,,,
1204518,01/04/2021,Січень,1,75.3492,74.9210596735349,,,,,
1216328,01/04/2021,Січень,1,80.1879,74.9210596735349,,,,,
1221484,01/04/2021,Січень,2,70.0263,74.9210596735349,,,,,
1225244,01/04/2021,Січень,1,93.5223,107.032378913567,,,,,
1226705,01/04/2021,Січень,1,80.1879,79.2025689055392,,,,,
1231645,01/04/2021,Січень,1,54.0604,53.5135135135135,,,,,
1241545,01/04/2021,Січень,3,87.7176,96.3286058335563,,,,,
1245775,01/04/2021,Січень,4,65.978375,69.5691731335296,,,,,
1267455,01/04/2021,Січень,3,69.5940333333333,65.985193113906,,,,,
1269345,01/04/2021,Січень,2,80.04705,90.976719293551,,,,,
1269346,01/04/2021,Січень,1,57.2937,50.8910891089109,,,,,
1276755,01/04/2021,Січень,1,57.2937,53.5135135135135,,,,,
1279611,01/04/2021,Січень,1,47.7228,45.5392025689055,,,,,
1287824,01/04/2021,Січень,2,81.32185,81.9052716082419,,,,,
1294432,01/04/2021,Січень,1,75.3492,74.9210596735349,,,,,
1294702,01/04/2021,Січень,2,95.7947,105.988761038266,,,,,
1295811,01/04/2021,Січень,1,47.7228,45.5392025689055,,,,,
1310523,01/04/2021,Січень,3,57.2937,53.5135135135135,,,,,
1319605,01/04/2021,Січень,1,69.2781,80.2729462135403,,,,,
1319633,01/04/2021,Січень,1,57.2937,53.5135135135135,,,,,
1333626,01/04/2021,Січень,1,80.1879,74.9210596735349,,,,,
1340370,01/04/2021,Січень,1,71.8515,64.2172865935242,,,,,
1343936,01/04/2021,Січень,1,93.1472,133.791811613594,,,,,
1345915,01/04/2021,Січень,1,75.3492,74.9210596735349,,,,,
1348033,01/04/2021,Січень,1,57.2937,53.5135135135135,,,,,
1348733,01/04/2021,Січень,1,87.1498,107.032378913567,,,,,
1356241,01/04/2021,Січень,1,47.7228,53.5135135135135,,,,,
1370669,01/04/2021,Січень,3,83.1104,75.8308803853359,,,,,
1398161,01/04/2021,Січень,2,63.2859,66.8932298635269,,,,,
1403429,01/04/2021,Січень,1,93.1472,133.791811613594,,,,,
1411640,01/04/2021,Січень,1,57.2937,53.5135135135135,,,,,
1423417,01/04/2021,Січень,1,121.4205,107.032378913567,,,,,
1429125,01/04/2021,Січень,3,85.1530333333333,76.9012576933369,,,,,
1434555,01/04/2021,Січень,1,80.1879,74.9210596735349,,,,,
1444116,01/04/2021,Січень,4,71.7369,70.9071447685309,,,,,
1458711,01/04/2021,Січень,1,66.7247,69.5691731335296,,,,,
1463048,01/04/2021,Січень,4,84.3404,97.6665774685577,,,,,
1463473,01/04/2021,Січень,2,54.0604,53.5135135135135,,,,,
1478073,01/04/2021,Січень,1,66.7247,69.5691731335296,,,,,
1479073,01/04/2021,Січень,1,84.4444,96.3286058335563,,,,,
1484789,01/04/2021,Січень,1,108.3087,149.84747123361,,,,,
101462,01/05/2021,Січень,-1,192.977,246.181428953706,,,,,
105122,01/05/2021,Січень,1,79.9062,107.032378913567,,,,,
105426,01/05/2021,Січень,1,93.5223,107.032378913567,,,,,
111687,01/05/2021,Січень,1,47.7228,45.5392025689055,,,,,
1125039,01/05/2021,Січень,1,69.2781,80.2729462135403,,,,,
1125726,01/05/2021,Січень,1,71.8515,64.2172865935242,,,,,
1136014,01/05/2021,Січень,1,93.5223,107.032378913567,,,,,
1136019,01/05/2021,Січень,2,52.50825,49.5263580412095,,,,,
1141563,01/05/2021,Січень,1,71.8515,64.2172865935242,,,,,
1141565,01/05/2021,Січень,6,56.6633833333333,59.3203104094193,,,,,
1143361,01/05/2021,Січень,1,80.1879,74.9210596735349,,,,,
1143366,01/05/2021,Січень,2,66.32145,60.4977254482205,,,,,
1143403,01/05/2021,Січень,1,47.7228,45.5392025689055,,,,,
1144860,01/05/2021,Січень,3,72.5565,67.7852109535278,,,,,
1145299,01/05/2021,Січень,1,69.2781,82.948889483543,,,,,
1147019,01/05/2021,Січень,3,72.0635666666667,74.9210596735349,,,,,
1147091,01/05/2021,Січень,2,81.9815,99.004549103559,,,,,
1147199,01/05/2021,Січень,2,77.76855,71.2014985282312,,,,,
1147528,01/05/2021,Січень,1,75.3492,67.4819373829275,,,,,
1149642,01/05/2021,Січень,1,57.2937,53.5135135135135,,,,,
1149711,01/05/2021,Січень,2,66.9833,80.2729462135403,,,,,
1149714,01/05/2021,Січень,1,41.0083,48.1616269735082,,,,,
1151738,01/05/2021,Січень,1,123.7243,176.606903933637,,,,,
1152052,01/05/2021,Січень,1,41.0083,48.1616269735082,,,,,
1153461,01/05/2021,Січень,2,57.2937,56.7246454375167,,,,,
1153463,01/05/2021,Січень,1,57.2937,56.7246454375167,,,,,
1153471,01/05/2021,Січень,2,70.5648,75.4562483275355,,,,,
1153473,01/05/2021,Січень,1,58.9546,74.9210596735349,,,,,
1153474,01/05/2021,Січень,2,64.7048,63.4947819106235,,,,,
1153511,01/05/2021,Січень,1,69.2781,82.948889483543,,,,,
1153515,01/05/2021,Січень,1,47.7228,45.5392025689055,,,,,
1153518,01/05/2021,Січень,1,80.1879,74.9210596735349,,,,,
1153519,01/05/2021,Січень,5,72.29876,79.7484613326198,,,,,
1153520,01/05/2021,Січень,2,66.87845,88.3007760235483,,,,,
1153524,01/05/2021,Січень,2,61.66925,66.8932298635269,,,,,
1153525,01/05/2021,Січень,2,118.19385,163.227187583623,,,,,
1153531,01/05/2021,Січень,1,47.7228,45.5392025689055,,,,,
1153534,01/05/2021,Січень,1,64.6471,42.8097404335028,,,,,
1156629,01/05/2021,Січень,1,75.3492,71.3352956917314,,,,,
1156658,01/05/2021,Січень,2,66.7247,73.3154937115333,,,,,
1160923,01/05/2021,Січень,1,54.0604,53.5135135135135,,,,,
1166831,01/05/2021,Січень,1,93.5223,112.919454107573,,,,,
1168831,01/05/2021,Січень,1,53.8507,69.5691731335296,,,,,
1171771,01/05/2021,Січень,1,98.9348,138.073320845598,,,,,
1178717,01/05/2021,Січень,1,57.2937,53.5135135135135,,,,,
1178750,01/05/2021,Січень,1,54.0604,53.5135135135135,,,,,
1179050,01/05/2021,Січень,1,41.0083,48.1616269735082,,,,,
1186262,01/05/2021,Січень,1,47.7228,45.5392025689055,,,,,
1196175,01/05/2021,Січень,1,57.2937,53.5135135135135,,,,,
1196189,01/05/2021,Січень,1,74.3177,74.8728926946749,,,,,
1225244,01/05/2021,Січень,1,41.0083,48.1616269735082,,,,,
1225745,01/05/2021,Січень,1,130.9108,165.903130853626,,,,,
1231645,01/05/2021,Січень,1,47.7228,45.5392025689055,,,,,
1269345,01/05/2021,Січень,1,57.2937,53.5135135135135,,,,,
1271440,01/05/2021,Січень,2,63.95535,60.2301311212202,,,,,
1275785,01/05/2021,Січень,1,66.2413,90.976719293551,,,,,
1276755,01/05/2021,Січень,1,71.8515,64.2172865935242,,,,,
1287824,01/05/2021,Січень,2,85.1503,88.1937382927482,,,,,
1294511,01/05/2021,Січень,1,66.7247,69.5691731335296,,,,,
1294702,01/05/2021,Січень,1,71.8515,64.2172865935242,,,,,
1310523,01/05/2021,Січень,1,57.2937,53.5135135135135,,,,,
1316043,01/05/2021,Січень,1,58.9546,74.9210596735349,,,,,
1319593,01/05/2021,Січень,1,47.7228,45.5392025689055,,,,,
1333626,01/05/2021,Січень,1,47.7228,53.5135135135135,,,,,
1343936,01/05/2021,Січень,1,57.2937,53.5135135135135,,,,,
1345915,01/05/2021,Січень,3,88.8585666666667,115.952189813576,,,,,
1348033,01/05/2021,Січень,1,69.2781,80.2729462135403,,,,,
1348733,01/05/2021,Січень,1,98.9348,133.791811613594,,,,,
1370669,01/05/2021,Січень,1,80.1879,74.9210596735349,,,,,
1372999,01/05/2021,Січень,1,93.5223,107.032378913567,,,,,
